"sexo","est_civil","Region","p7_1","p7_2","p7_3","p7_4","p7_5","p7_6","p7_7","p7_8","p7_9","p7_10"
" Hombre","Unión libre/Casado(a)","Centro","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí, en parte","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Soltero(a)","Norte","Sí, en parte","Sí","Sí, en parte","Sí","Sí, en parte","NS","Sí","Sí, en parte","Sí, en parte","Sí"
" Hombre","Unión libre/Casado(a)","Norte","Sí, en parte","Sí, en parte","NS","NS","NS","No","No","No","No","NS"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Sur","Sí","Sí","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí","Sí","Sí","Sí, en parte"
" Hombre","Soltero(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Soltero(a)","D. F. y Estado de México","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí","Sí","Sí","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Separado(a)/Divorciado(a)/Viudo(a)","D. F. y Estado de México","Sí","Sí","Sí","No","No","No","No","No","No","No"
" Mujer","Unión libre/Casado(a)","Centro","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","NC","Sur","Sí","Sí","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí","Sí","Sí","Sí, en parte"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí, en parte","Sí, en parte","No","Sí, en parte","Sí, en parte","Sí, en parte","NS","NS","NS"
" Hombre","Soltero(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Centro","Sí, en parte","Sí, en parte","Sí, en parte","No","No","Sí, en parte","Sí, en parte","Sí, en parte","No","No"
" Hombre","Unión libre/Casado(a)","Centro","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","No","No","Sí, en parte","Sí","Sí","No"
" Hombre","Soltero(a)","Centro","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","No","No","Sí, en parte","Sí","Sí","No"
" Mujer","Soltero(a)","Sur","Sí, en parte","Sí","Sí, en parte","Sí, en parte","Sí","No","Sí, en parte","Sí, en parte","Sí, en parte","No"
" Mujer","Soltero(a)","Sur","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Soltero(a)","Sur","Sí","Sí","Sí","Sí, en parte","Sí","Sí, en parte","Sí","Sí, en parte","Sí","Sí, en parte"
" Mujer","Soltero(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Norte","Sí","No","Sí","Sí, en parte","No","Sí, en parte","Sí","No","No","Sí, en parte"
" Mujer","Soltero(a)","Centro","No","No","Sí, en parte","No","No","No","Sí, en parte","Sí, en parte","Sí, en parte","No"
" Hombre","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Soltero(a)","Sur","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Sur","No","Sí, en parte","Sí, en parte","No","Sí, en parte","No","Sí, en parte","No","Sí, en parte","No"
" Hombre","Soltero(a)","Sur","No","No","Sí, en parte","No","Sí, en parte","No","No","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí","No"
" Hombre","Soltero(a)","Norte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Sur","Sí, en parte","Sí, en parte","No","No","No","No","Sí","Sí, en parte","Sí, en parte","No"
" Mujer","Unión libre/Casado(a)","Sur","Sí","No","Sí, en parte","No","Sí","No","Sí, en parte","Sí, en parte","Sí","No"
" Mujer","Soltero(a)","Centro","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Soltero(a)","Centro","Sí, en parte","Sí, en parte","Sí, en parte","No","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","No"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Soltero(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí, en parte","Sí, en parte","NS"
" Hombre","Soltero(a)","Centro","Sí","Sí","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí","Sí","Sí","Sí, en parte"
" Mujer","Soltero(a)","Centro","Sí","Sí","Sí","Sí, en parte","Sí","Sí, en parte","Sí","Sí","Sí, en parte","Sí, en parte"
" Mujer","Unión libre/Casado(a)","Sur","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Soltero(a)","Norte","Sí","Sí","Sí","No","Sí, en parte","No","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Soltero(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","No","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","No","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí, en parte","Sí","Sí","Sí","Sí","Sí, en parte"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","NS","NS","Sí","NC","Sí, en parte","NC","NC","Sí","Sí","No"
" Hombre","Soltero(a)","Norte","Sí, en parte","No","Sí, en parte","Sí, en parte","Sí, en parte","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","No","Sí, en parte","Sí, en parte","No","Sí, en parte","No","Sí","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí, en parte","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Soltero(a)","Norte","Sí, en parte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Soltero(a)","Sur","Sí, en parte","Sí, en parte","Sí, en parte","No","Sí, en parte","No","Sí, en parte","Sí, en parte","Sí, en parte","No"
" Hombre","Unión libre/Casado(a)","Sur","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Soltero(a)","Norte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Sur","Sí","Sí","Sí","No","Sí","No","Sí, en parte","No","Sí","No"
" Hombre","NC","Norte","Sí","Sí","Sí","No","Sí","No","Sí, en parte","Sí, en parte","Sí, en parte","No"
" Hombre","Unión libre/Casado(a)","Norte","No","No","No","No","No","No","No","No","No","No"
" Hombre","Soltero(a)","D. F. y Estado de México","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","NS","NS","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Soltero(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Sur","No","Sí, en parte","Sí","Sí","Sí, en parte","No","Sí, en parte","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Centro","Sí","Sí, en parte","Sí, en parte","No","No","No","No","NS","Sí","No"
" Hombre","Soltero(a)","Centro","Sí","No","No","No","No","No","Sí, en parte","No","No","No"
" Hombre","Unión libre/Casado(a)","Centro","Sí","No","Sí, en parte","No","No","No","Sí","No","No","No"
" Mujer","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí","Sí","Sí, en parte","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí, en parte","Sí, en parte","No","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Soltero(a)","D. F. y Estado de México","Sí, en parte","No","Sí","Sí, en parte","Sí","Sí, en parte","Sí","Sí","Sí","Sí, en parte"
" Hombre","Soltero(a)","Norte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Unión libre/Casado(a)","Norte","No","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Soltero(a)","Norte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Unión libre/Casado(a)","Norte","Sí, en parte","Sí","Sí, en parte","No","Sí","Sí, en parte","No","Sí","Sí, en parte","Sí, en parte"
" Mujer","Unión libre/Casado(a)","Norte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Unión libre/Casado(a)","Norte","No","No","No","No","No","No","No","No","No","No"
" Mujer","Soltero(a)","Norte","Sí, en parte","Sí, en parte","No","Sí, en parte","No","No","Sí, en parte","Sí, en parte","Sí","Sí, en parte"
" Mujer","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Norte","Sí, en parte","Sí","Sí, en parte","Sí","Sí, en parte","No","Sí, en parte","Sí","Sí, en parte","Sí"
" Mujer","Unión libre/Casado(a)","Norte","Sí, en parte","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí","Sí","No"
" Hombre","Unión libre/Casado(a)","Norte","No","No","No","No","No","No","No","No","No","No"
" Mujer","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Soltero(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Soltero(a)","Centro","No","No","No","No","No","No","Sí","No","No","No"
" Hombre","Unión libre/Casado(a)","Sur","Sí","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí, en parte","No","No","Sí, en parte","Sí","Sí","No"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","D. F. y Estado de México","Sí, en parte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Centro","Sí","Sí, en parte","Sí, en parte","No","Sí, en parte","No","Sí, en parte","Sí, en parte","Sí","No"
" Mujer","Soltero(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Norte","Sí, en parte","No","Sí","No","No","Sí, en parte","Sí","No","No","Sí, en parte"
" Hombre","Soltero(a)","Norte","No","Sí","Sí","No","Sí, en parte","Sí, en parte","Sí","Sí, en parte","Sí, en parte","No"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí, en parte","NS","Sí, en parte","No","Sí, en parte","NS","No","No","Sí, en parte","No"
" Mujer","Soltero(a)","Sur","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Sur","Sí","Sí","Sí","Sí, en parte","Sí","Sí, en parte","Sí","Sí","Sí","Sí, en parte"
" Hombre","Soltero(a)","Sur","Sí","Sí","Sí","Sí","Sí","No","Sí","Sí","Sí","No"
" Mujer","Soltero(a)","Norte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Norte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","No","No","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Unión libre/Casado(a)","Centro","Sí","Sí","Sí, en parte","Sí, en parte","Sí","Sí","Sí, en parte","Sí, en parte","Sí","Sí, en parte"
" Hombre","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Sur","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Unión libre/Casado(a)","Norte","Sí, en parte","NS","NS","NS","NS","NS","NS","NS","NS","NS"
" Hombre","Separado(a)/Divorciado(a)/Viudo(a)","Norte","No","No","No","No","No","No","No","No","No","No"
" Mujer","Soltero(a)","Norte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Unión libre/Casado(a)","Norte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","No","Sí, en parte","Sí, en parte","No","Sí, en parte","Sí, en parte","Sí, en parte","No","Sí, en parte","No"
" Hombre","Unión libre/Casado(a)","Centro","Sí","Sí","Sí, en parte","Sí, en parte","Sí","Sí","Sí, en parte","Sí","Sí, en parte","Sí, en parte"
" Hombre","Unión libre/Casado(a)","Norte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Soltero(a)","Norte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Norte","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí","Sí, en parte","Sí","Sí","Sí, en parte","Sí, en parte"
" Hombre","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Norte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Soltero(a)","Norte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Unión libre/Casado(a)","Sur","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Centro","Sí","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí","Sí","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","NS","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí, en parte","Sí, en parte","No","Sí","No","Sí","NC","NC","No"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí, en parte","Sí","Sí, en parte","Sí","Sí","Sí","Sí, en parte"
" Hombre","Soltero(a)","D. F. y Estado de México","No","No","No","No","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Soltero(a)","Norte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Soltero(a)","Norte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí, en parte","Sí","Sí, en parte","Sí","Sí","Sí","Sí"
" Mujer","Soltero(a)","Sur","No","No","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí, en parte","Sí","Sí"
" Hombre","Soltero(a)","Sur","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Soltero(a)","Sur","Sí","Sí","Sí","No","Sí","No","Sí","Sí","Sí","No"
" Mujer","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","No","Sí","No","Sí","Sí","Sí","No"
" Mujer","Unión libre/Casado(a)","Sur","Sí, en parte","Sí, en parte","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí","Sí, en parte"
" Hombre","Unión libre/Casado(a)","Centro","Sí","Sí, en parte","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí","Sí","Sí, en parte","Sí, en parte"
" Mujer","Unión libre/Casado(a)","Sur","Sí, en parte","Sí, en parte","Sí, en parte","No","Sí, en parte","No","Sí, en parte","No","Sí, en parte","No"
" Hombre","Unión libre/Casado(a)","Norte","No","No","No","NS","NS","No","Sí, en parte","NS","Sí, en parte","No"
" Hombre","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí","Sí, en parte","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí","Sí, en parte","Sí, en parte","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","NS","No","No","Sí","Sí","Sí","NS"
" Hombre","Soltero(a)","Centro","Sí, en parte","Sí, en parte","Sí, en parte","Sí","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí","Sí"
" Hombre","Soltero(a)","Centro","Sí","Sí","Sí","Sí, en parte","Sí","Sí","Sí","Sí","Sí","Sí, en parte"
" Hombre","Soltero(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Norte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Unión libre/Casado(a)","Norte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Soltero(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Soltero(a)","D. F. y Estado de México","Sí, en parte","Sí, en parte","No","No","Sí, en parte","No","Sí, en parte","Sí, en parte","Sí, en parte","No"
" Mujer","Soltero(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Soltero(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí, en parte","Sí","Sí","Sí","Sí, en parte"
" Hombre","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí, en parte","Sí","Sí, en parte","Sí","Sí","Sí","Sí, en parte"
" Mujer","Soltero(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Soltero(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí, en parte","Sí","Sí","Sí","Sí"
" Mujer","Soltero(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","No"
" Mujer","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Soltero(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Soltero(a)","D. F. y Estado de México","Sí, en parte","Sí, en parte","Sí, en parte","No","No","Sí, en parte","No","No","No","No"
" Hombre","Unión libre/Casado(a)","Sur","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Sur","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","No","Sí","No","Sí","Sí","Sí","No"
" Hombre","Unión libre/Casado(a)","Sur","No","Sí, en parte","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí","Sí, en parte","Sí","Sí, en parte"
" Hombre","Soltero(a)","Sur","No","Sí, en parte","Sí","No","Sí, en parte","No","Sí","Sí, en parte","Sí, en parte","No"
" Mujer","Unión libre/Casado(a)","Norte","Sí, en parte","No","No","No","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","No"
" Hombre","Unión libre/Casado(a)","Sur","Sí, en parte","Sí","Sí","No","No","No","NS","No","Sí, en parte","No"
" Hombre","Unión libre/Casado(a)","Sur","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Unión libre/Casado(a)","Centro","Sí","Sí, en parte","Sí","Sí, en parte","Sí","NS","Sí","Sí","Sí","Sí, en parte"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","No","Sí","Sí, en parte","Sí","Sí","Sí","No"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí, en parte","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Soltero(a)","D. F. y Estado de México","Sí, en parte","NS","Sí","No","Sí, en parte","Sí, en parte","No","No","NS","No"
" Hombre","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Norte","NS","Sí, en parte","Sí","No","NC","No","Sí","Sí, en parte","Sí","No"
" Hombre","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Soltero(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí, en parte","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","No","NS","No","Sí, en parte","No","No","Sí","Sí, en parte","No","Sí, en parte"
" Hombre","Separado(a)/Divorciado(a)/Viudo(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Soltero(a)","Centro","No","No","No","No","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","No"
" Hombre","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","Sí","Sí","No","Sí","No","No","No"
" Mujer","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Soltero(a)","Sur","Sí","Sí","Sí","Sí, en parte","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí, en parte","Sí","Sí, en parte","Sí","Sí"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Norte","Sí","Sí","Sí","Sí","Sí","Sí, en parte","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Centro","Sí","Sí, en parte","No","No","Sí","Sí, en parte","Sí","Sí, en parte","Sí","No"
" Hombre","Unión libre/Casado(a)","Centro","No","No","No","No","No","No","Sí","No","No","No"
" Mujer","Unión libre/Casado(a)","Norte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Soltero(a)","Norte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Unión libre/Casado(a)","Norte","No","No","No","No","No","No","No","No","Sí, en parte","No"
" Hombre","Unión libre/Casado(a)","Sur","Sí","No","Sí","No","Sí, en parte","No","Sí","No","Sí, en parte","No"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí, en parte","Sí, en parte","Sí, en parte","No","Sí","No","Sí, en parte","Sí, en parte","Sí, en parte","No"
